trial	benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op	memory_0	runtime_0	allocated_instances_0	reclaimed_instances_0	memory_1	runtime_1	allocated_instances_1	reclaimed_instances_1	memory_2	runtime_2	allocated_instances_2	reclaimed_instances_2	memory_3	runtime_3	allocated_instances_3	reclaimed_instances_3	memory_4	runtime_4	allocated_instances_4	reclaimed_instances_4	memory_5	runtime_5	allocated_instances_5	reclaimed_instances_5	memory_6	runtime_6	allocated_instances_6	reclaimed_instances_6	memory_7	runtime_7	allocated_instances_7	reclaimed_instances_7	memory_8	runtime_8	allocated_instances_8	reclaimed_instances_8	memory_9	runtime_9	allocated_instances_9	reclaimed_instances_9	memory_10	runtime_10	allocated_instances_10	reclaimed_instances_10	memory_11	runtime_11	allocated_instances_11	reclaimed_instances_11	memory_12	runtime_12	allocated_instances_12	reclaimed_instances_12	memory_13	runtime_13	allocated_instances_13	reclaimed_instances_13	memory_14	runtime_14	allocated_instances_14	reclaimed_instances_14	memory_15	runtime_15	allocated_instances_15	reclaimed_instances_15	memory_16	runtime_16	allocated_instances_16	reclaimed_instances_16	memory_17	runtime_17	allocated_instances_17	reclaimed_instances_17	memory_18	runtime_18	allocated_instances_18	reclaimed_instances_18	memory_19	runtime_19	allocated_instances_19	reclaimed_instances_19	memory_20	runtime_20	allocated_instances_20	reclaimed_instances_20	memory_21	runtime_21	allocated_instances_21	reclaimed_instances_21	memory_22	runtime_22	allocated_instances_22	reclaimed_instances_22	memory_23	runtime_23	allocated_instances_23	reclaimed_instances_23	memory_24	runtime_24	allocated_instances_24	reclaimed_instances_24	memory_25	runtime_25	allocated_instances_25	reclaimed_instances_25	memory_26	runtime_26	allocated_instances_26	reclaimed_instances_26	memory_27	runtime_27	allocated_instances_27	reclaimed_instances_27	memory_28	runtime_28	allocated_instances_28	reclaimed_instances_28	memory_29	runtime_29	allocated_instances_29	reclaimed_instances_29	memory_30	runtime_30	allocated_instances_30	reclaimed_instances_30	memory_31	runtime_31	allocated_instances_31	reclaimed_instances_31	memory_32	runtime_32	allocated_instances_32	reclaimed_instances_32	memory_33	runtime_33	allocated_instances_33	reclaimed_instances_33	memory_34	runtime_34	allocated_instances_34	reclaimed_instances_34	memory_35	runtime_35	allocated_instances_35	reclaimed_instances_35	memory_36	runtime_36	allocated_instances_36	reclaimed_instances_36	memory_37	runtime_37	allocated_instances_37	reclaimed_instances_37	memory_38	runtime_38	allocated_instances_38	reclaimed_instances_38	memory_39	runtime_39	allocated_instances_39	reclaimed_instances_39	memory_40	runtime_40	allocated_instances_40	reclaimed_instances_40	memory_41	runtime_41	allocated_instances_41	reclaimed_instances_41	memory_42	runtime_42	allocated_instances_42	reclaimed_instances_42	memory_43	runtime_43	allocated_instances_43	reclaimed_instances_43	memory_44	runtime_44	allocated_instances_44	reclaimed_instances_44	memory_45	runtime_45	allocated_instances_45	reclaimed_instances_45	memory_46	runtime_46	allocated_instances_46	reclaimed_instances_46	memory_47	runtime_47	allocated_instances_47	reclaimed_instances_47	memory_48	runtime_48	allocated_instances_48	reclaimed_instances_48	memory_49	runtime_49	allocated_instances_49	reclaimed_instances_49
3	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2951666.094065	9216000	16194	495281	494895	9216000	16357	503354	502890	9216000	16521	508711	508301	9216000	16685	513843	513413	9216000	16849	518733	518362	9216000	17014	523694	523261	9216000	17177	528636	528271	9216000	17341	533572	533230	9216000	17505	538755	538182	9216000	17669	543571	543137	9216000	17833	548620	548111	9216000	17997	553915	553262	9216000	18161	558882	558257	9216000	18325	563957	563255	9216000	18489	568970	568203	9216000	18653	573962	573182	9216000	18817	579001	578191	9216000	18981	583912	583208	9216000	19145	588784	588296	9216000	19310	593526	593187	9216000	19474	598506	598145	9216000	19638	603405	603141	9216000	19801	608445	608152	9216000	19965	613197	613099	9216000	20129	618266	618061	9216000	20293	623314	623124	9216000	20457	628192	628091	9216000	20621	633172	633095	9216000	20786	638272	638188	9216000	20950	643175	643131	9216000	21114	648493	648472	9216000	21278	653642	653531	9216000	21441	658725	658653	9216000	21605	663845	663694	9216000	21769	669075	668778	9216000	21934	674087	673773	9216000	22097	678991	678713	9216000	22262	684057	683722	9216000	22426	689019	688671	9216000	22590	693893	693499	9216000	22754	698669	698435	9216000	22917	703637	703431	9216000	23081	708488	708419	9216000	23245	713280	713254	9216000	23409	718402	718243	9216000	23573	723446	723231	9216000	23737	728347	728245	9216000	23901	733387	733319	9216000	24065	738316	738286	9216000	24144	742153	742132
4	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2884508.059279	9216000	24262	742153	742132	9216000	24425	750275	750164	9216000	24589	756858	756625	9216000	24752	762213	761832	9216000	24916	767374	766914	9216000	25080	772270	771901	9216000	25244	777485	777014	9216000	25408	782434	782027	9216000	25572	787465	786911	9216000	25735	792463	791950	9216000	25899	797225	796842	9216000	26063	802152	801759	9216000	26227	807239	806771	9216000	26391	812209	811728	9216000	26555	817360	816807	9216000	26719	822290	821765	9216000	26882	827413	826858	9216000	27046	832523	831810	9216000	27210	837575	836850	9216000	27374	842370	841849	9216000	27538	847249	846756	9216000	27702	851871	851683	9216000	27866	856842	856560	9216000	28029	861640	861500	9216000	28193	866750	866595	9216000	28357	871705	871502	9216000	28521	876791	876590	9216000	28685	881775	881557	9216000	28849	886796	886531	9216000	29013	891842	891550	9216000	29177	896696	896429	9216000	29341	901740	901519	9216000	29505	906720	906530	9216000	29669	911687	911377	9216000	29833	916556	916313	9216000	29997	921494	921305	9216000	30161	926623	926342	9216000	30325	931637	931282	9216000	30489	936900	936377	9216000	30654	942080	941510	9216000	30818	946881	946384	9216000	30981	951752	951340	9216000	31145	956852	956397	9216000	31309	961909	961524	9216000	31473	966890	966539	9216000	31637	972074	971708	9216000	31801	977011	976633	9216000	31965	982131	981592	9216000	32129	987066	986531	9216000	32220	991219	990866
5	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2899767.290477	9216000	32342	991219	990866	9216000	32505	1000466	1000056	9216000	32669	1006020	1005631	9216000	32833	1010836	1010600	9216000	32997	1015708	1015502	9216000	33161	1020858	1020510	9216000	33325	1025900	1025547	9216000	33489	1030871	1030480	9216000	33653	1035919	1035624	9216000	33818	1040904	1040663	9216000	33981	1045873	1045652	9216000	34145	1050849	1050705	9216000	34309	1055802	1055787	9216000	34473	1060963	1060903	9216000	34637	1066010	1065931	9216000	34801	1071184	1071067	9216000	34965	1076261	1076073	9216000	35129	1081264	1081068	9216000	35293	1086214	1085987	9216000	35457	1091263	1090956	9216000	35621	1096234	1095920	9216000	35785	1101250	1100903	9216000	35949	1106086	1105869	9216000	36113	1111039	1110823	9216000	36277	1115999	1115871	9216000	36441	1121118	1120983	9216000	36606	1126302	1125955	9216000	36770	1131314	1131011	9216000	36934	1136225	1135988	9216000	37098	1141261	1141068	9216000	37262	1146324	1146036	9216000	37426	1151251	1151062	9216000	37590	1156253	1156038	9216000	37753	1161187	1161097	9216000	37917	1166015	1165966	9216000	38081	1171121	1171034	9216000	38245	1176179	1176154	9216000	38409	1181342	1181269	9216000	38573	1186503	1186426	9216000	38737	1191352	1191316	9216000	38901	1196712	1196387	9216000	39066	1201721	1201340	9216000	39230	1206861	1206488	9216000	39394	1211889	1211476	9216000	39557	1216910	1216412	9216000	39722	1221793	1221364	9216000	39885	1226897	1226486	9216000	40049	1231737	1231377	9216000	40214	1236720	1236370	9216000	40291	1240465	1240299
1	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2702514.422976	7614464	126	11	0	7614464	289	43879	43411	7614464	453	52613	52118	7614464	616	59817	59227	7614464	780	64391	63867	7614464	944	69111	68557	7614464	1108	73969	73380	7614464	1271	78900	78262	7614464	1435	83564	83071	7614464	1599	88306	87899	7614464	1763	93236	92732	7614464	1927	98108	97644	7614464	2091	102874	102357	7614464	2254	107808	107272	7614464	2418	112788	112134	7614464	2582	117732	117001	7614464	2746	122742	121977	7614464	2910	127509	126849	7614464	3074	132446	131661	7614464	3238	137259	136451	7614464	3402	142224	141282	7614464	3566	146879	146029	7614464	3730	151753	150788	7614464	3894	156529	155638	7614464	4058	161298	160439	7614464	4222	166058	165237	7614464	4386	170760	170015	7614464	4550	175623	174949	7614464	4714	180324	179725	7614464	4878	185115	184471	7614464	5042	189940	189274	7614464	5206	194763	194225	7614464	5370	199489	199046	7614464	5534	204493	203963	7614464	5698	209544	208818	7614464	5862	214235	213601	7614464	6026	218986	218489	7614464	6190	223839	223416	7614464	6354	228557	228140	7614464	6518	233402	232932	7614464	6682	238315	237836	7614464	6846	243173	242613	7614464	7010	248063	247550	7614464	7174	252999	252381	7614464	7338	257612	257108	7614464	7502	262433	261968	7614464	7666	267487	266900	7614464	7830	272392	271814	7614464	7994	277339	276701	9076736	8070	281174	280651
2	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2976864.297030	9166848	8146	281174	280651	9166848	8310	288550	287814	9166848	8474	293562	292866	9166848	8638	298387	297734	9166848	8802	303253	302651	9166848	8966	308122	307540	9166848	9130	313099	312447	9166848	9294	318107	317369	9166848	9458	322966	322170	9166848	9622	327890	327091	9166848	9786	332828	331959	9166848	9950	337759	336759	9166848	10114	342603	341552	9166848	10278	347445	346483	9166848	10442	352326	351318	9166848	10606	357102	356130	9166848	10770	362064	360993	9166848	10934	366912	365806	9166848	11098	371651	370520	9166848	11262	376484	375408	9166848	11426	381312	380167	9166848	11590	385985	384882	9166848	11754	390924	389864	9166848	11918	395743	394742	9166848	12082	400731	399644	9166848	12246	405542	404421	9166848	12410	410224	409241	9166848	12574	414889	414075	9166848	12738	419712	418866	9166848	12902	424657	423723	9166848	13066	429324	428506	9166848	13230	434043	433292	9166848	13394	438849	438139	9166848	13557	443760	443057	9166848	13721	448450	447817	9166848	13885	453124	452687	9166848	14048	458153	457622	9166848	14212	462698	462347	9166848	14376	467476	467211	9166848	14540	472365	472108	9166848	14704	477120	476927	9166848	14867	482136	481829	9166848	15031	487446	486826	9166848	15195	492157	491671	9166848	15359	496964	496488	9166848	15523	501988	501386	9166848	15686	506980	506259	9166848	15850	511998	511133	9166848	16014	516906	516128	9199616	16095	520668	520157
3	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2959025.869614	9187328	16186	520668	520157	9187328	16349	528555	527935	9187328	16517	533548	532877	9187328	16681	538332	537591	9187328	16845	543020	542464	9187328	17009	548045	547344	9187328	17173	552975	552223	9187328	17336	557792	557085	9187328	17500	562708	562032	9187328	17664	567502	566876	9187328	17828	572410	571724	9187328	17992	577360	576710	9187328	18155	582211	581462	9187328	18319	587127	586215	9187328	18483	591880	591070	9187328	18647	596733	595861	9187328	18811	601520	600731	9187328	18974	606091	605448	9187328	19138	610989	610353	9187328	19302	615889	615304	9187328	19466	620806	620208	9187328	19630	625636	625159	9187328	19794	630628	630041	9187328	19958	635529	634898	9187328	20122	640446	639735	9187328	20286	645181	644482	9187328	20450	649926	649298	9187328	20614	654571	654135	9187328	20778	659466	658994	9187328	20942	664332	663833	9187328	21106	669269	668778	9187328	21270	674011	673560	9187328	21434	678705	678308	9187328	21598	683551	683210	9187328	21762	688512	688110	9187328	21926	693430	692911	9187328	22090	698266	697762	9187328	22254	703142	702645	9187328	22418	708045	707504	9187328	22582	712993	712289	9187328	22746	717844	717254	9187328	22910	722634	722146	9187328	23074	727584	727023	9187328	23238	732380	731842	9187328	23402	737372	736708	9187328	23566	742378	741673	9187328	23730	747232	746645	9187328	23894	752051	751482	9187328	24058	756891	756457	9195520	24145	760779	760546
4	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2942875.797140	9195520	24234	760779	760546	9195520	24398	773321	772980	9195520	24562	779893	779438	9195520	24726	784691	784333	9195520	24890	789551	789132	9195520	25054	794496	794037	9195520	25218	799473	798988	9195520	25382	804141	803818	9195520	25546	809165	808660	9195520	25710	814067	813517	9195520	25874	818878	818286	9195520	26038	823960	823173	9195520	26202	828994	828039	9195520	26366	833779	832762	9195520	26530	838487	837609	9195520	26694	843235	842383	9195520	26858	847952	847161	9195520	27022	852679	852073	9195520	27186	857551	856926	9195520	27350	862370	861769	9195520	27514	867128	866529	9195520	27678	871728	871359	9195520	27842	876716	876292	9195520	28006	881546	881205	9195520	28170	886449	886154	9195520	28334	891358	891067	9195520	28498	896212	895898	9195520	28662	900887	900718	9195520	28826	905787	905637	9195520	28990	910695	910632	9195520	29154	915666	915494	9195520	29318	920445	920231	9195520	29482	925204	924964	9195520	29646	929966	929774	9195520	29810	934798	934754	9195520	29974	939686	939554	9195520	30138	944560	944369	9195520	30302	949303	949168	9195520	30466	954321	954049	9195520	30630	959084	958876	9195520	30794	963886	963646	9195520	30958	968676	968495	9195520	31122	973505	973490	9195520	31286	978612	978566	9195520	31450	983501	983368	9195520	31614	988258	988191	9195520	31778	993137	993075	9195520	31942	998108	997996	9195520	32106	1002943	1002862	9199616	32180	1006795	1006703
5	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2905488.339104	9199616	32270	1006795	1006703	9199616	32433	1018767	1018497	9199616	32597	1023878	1023564	9199616	32761	1028846	1028517	9199616	32925	1033677	1033433	9199616	33089	1038651	1038443	9199616	33253	1043659	1043441	9199616	33417	1048768	1048360	9199616	33581	1053480	1053312	9199616	33744	1058439	1058258	9199616	33908	1063403	1063272	9199616	34072	1068278	1068205	9199616	34236	1073349	1073254	9199616	34400	1078085	1077994	9199616	34564	1083074	1082961	9199616	34727	1087918	1087899	9199616	34891	1093018	1092924	9199616	35055	1097885	1097787	9199616	35219	1102844	1102704	9199616	35383	1107711	1107541	9199616	35546	1112747	1112333	9199616	35710	1117641	1117187	9199616	35874	1122487	1122128	9199616	36038	1127379	1126960	9199616	36202	1132230	1131878	9199616	36366	1137168	1136643	9199616	36530	1142088	1141594	9199616	36694	1147027	1146431	9199616	36858	1151986	1151304	9199616	37022	1156784	1156048	9199616	37186	1161671	1161029	9199616	37350	1166633	1165960	9199616	37514	1171333	1170892	9199616	37678	1176361	1175759	9199616	37842	1181365	1180757	9199616	38006	1186113	1185571	9199616	38170	1191142	1190563	9199616	38334	1195858	1195361	9199616	38498	1200534	1200127	9199616	38662	1205358	1205013	9199616	38826	1210251	1209972	9199616	38990	1215134	1214791	9199616	39154	1219976	1219655	9199616	39318	1224877	1224472	9199616	39482	1229783	1229462	9199616	39646	1234661	1234317	9199616	39810	1239648	1239306	9199616	39974	1244627	1244344	9199616	40138	1249769	1249339	9199616	40217	1253661	1253402
1	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2875017.883190	7647232	105	11	0	7647232	268	30584	30097	7647232	432	39574	39131	7647232	596	51768	51039	7647232	760	58591	57746	7647232	924	63226	62448	7647232	1088	68308	67398	7647232	1251	73332	72201	7647232	1415	78083	76994	7647232	1579	82741	81835	7647232	1743	87764	86693	7647232	1907	92872	91657	7647232	2070	97750	96400	7647232	2234	102606	101256	7647232	2398	107532	106166	7647232	2562	112441	110993	7647232	2726	117266	115764	7647232	2890	122057	120595	7647232	3053	127209	125450	7647232	3217	132019	130253	7647232	3381	136868	135214	7647232	3545	141665	139971	7647232	3709	146318	144814	7647232	3873	151195	149800	7647232	4037	156105	154605	7647232	4201	161002	159507	7647232	4365	165781	164428	7647232	4529	170840	169312	7647232	4693	175618	174042	7647232	4857	180315	178947	7647232	5021	184965	183772	7647232	5185	189820	188622	7647232	5349	194749	193516	7647232	5513	199537	198331	7647232	5677	204321	203296	7647232	5841	209165	208133	7647232	6005	213762	212960	7647232	6169	218783	217733	7647232	6333	223428	222485	7647232	6497	228314	227259	7647232	6661	233236	232151	7647232	6825	238033	236916	7647232	6989	242864	241748	7647232	7153	247828	246664	7647232	7317	252672	251569	7647232	7481	257406	256423	7647232	7645	261955	261204	7647232	7809	266677	265984	7647232	7973	271516	270819	9441280	8052	275699	275096
2	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	3020144.335220	9363456	8129	275699	275096	9363456	8293	284883	284122	9363456	8457	290293	289477	9363456	8621	295694	294800	9363456	8785	300646	299720	9363456	8949	305766	304629	9363456	9113	310772	309532	9363456	9277	315722	314487	9363456	9441	320914	319507	9363456	9605	326038	324465	9363456	9769	330951	329453	9363456	9933	335849	334368	9363456	10097	340696	339211	9363456	10261	345645	344170	9363456	10425	350560	348981	9363456	10589	355519	353899	9363456	10753	360380	358701	9363456	10917	365250	363546	9363456	11081	370167	368449	9363456	11245	374976	373438	9363456	11409	379882	378332	9363456	11573	384732	383218	9363456	11737	389395	388168	9363456	11901	394226	393058	9363456	12065	399128	398035	9363456	12229	403945	402886	9363456	12393	408665	407755	9363456	12557	413674	412688	9363456	12721	418729	417770	9363456	12884	423660	422627	9363456	13048	428424	427504	9363456	13212	432987	432261	9363456	13376	437820	437122	9363456	13540	442787	442011	9363456	13704	447788	447015	9363456	13868	452624	451829	9363456	14031	457719	456786	9363456	14195	462297	461561	9363456	14359	467093	466485	9363456	14523	471963	471448	9363456	14687	477064	476367	9363456	14850	481957	481254	9363456	15014	487122	486378	9363456	15178	492202	491432	9363456	15342	497054	496293	9363456	15506	501862	501111	9363456	15669	506738	505967	9363456	15833	511759	510911	9363456	15997	516769	515752	9363456	16066	520481	519614
3	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2990875.042131	9351168	16169	520481	519614	9351168	16332	531990	530741	9351168	16497	537977	536663	9351168	16661	542661	541430	9351168	16825	547460	546357	9351168	16989	552243	551154	9351168	17153	557140	556015	9351168	17317	562099	560890	9351168	17481	566939	565829	9351168	17645	571927	570810	9351168	17809	576886	575664	9351168	17973	581932	580536	9351168	18137	586882	585434	9351168	18301	591605	590300	9351168	18465	596406	595238	9351168	18629	601346	600180	9351168	18793	606340	605166	9351168	18957	611170	610085	9351168	19121	616143	614963	9351168	19285	620895	619759	9351168	19449	625919	624653	9351168	19613	630795	629569	9351168	19777	635599	634480	9351168	19941	640570	639520	9351168	20105	645677	644567	9351168	20269	650673	649525	9351168	20433	655571	654485	9351168	20597	660583	659452	9351168	20761	665454	664354	9351168	20925	670287	669218	9351168	21089	674995	674011	9351168	21253	679902	678834	9351168	21417	684793	683759	9351168	21581	689574	688599	9351168	21745	694387	693491	9351168	21909	699147	698415	9351168	22073	703945	703307	9351168	22237	708669	708292	9351168	22401	713638	713295	9351168	22565	718417	718186	9351168	22729	723268	723087	9351168	22893	728299	728054	9351168	23057	733088	732924	9351168	23221	737898	737680	9351168	23385	742780	742680	9351168	23549	747760	747594	9351168	23713	752727	752575	9351168	23877	757720	757555	9351168	24041	762859	762501	9396224	24115	766572	766523
4	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2917324.575071	9396224	24229	766572	766523	9396224	24392	775873	775479	9396224	24557	783072	782528	9396224	24721	787812	787318	9396224	24885	792691	792089	9396224	25049	797452	796949	9396224	25213	802383	801814	9396224	25377	807445	806788	9396224	25541	812515	811740	9396224	25705	817517	816653	9396224	25869	822339	821585	9396224	26033	827349	826586	9396224	26197	832155	831474	9396224	26361	836951	836449	9396224	26525	841912	841412	9396224	26689	846968	846340	9396224	26853	851819	851299	9396224	27017	856593	856193	9396224	27181	861597	861206	9396224	27345	866466	866140	9396224	27509	871144	871044	9396224	27673	876139	875891	9396224	27837	880959	880779	9396224	28001	885848	885703	9396224	28165	890767	890632	9396224	28329	895695	895567	9396224	28493	900618	900474	9396224	28657	905588	905381	9396224	28821	910763	910388	9396224	28985	915791	915302	9396224	29149	920436	920108	9396224	29313	925291	925040	9396224	29477	930108	929960	9396224	29641	935236	934978	9396224	29805	940123	939838	9396224	29969	944939	944776	9396224	30133	949812	949763	9396224	30297	954781	954624	9396224	30461	959804	959608	9396224	30625	964771	964519	9396224	30789	969691	969360	9396224	30953	974768	974238	9396224	31117	979653	979132	9396224	31281	984534	983959	9396224	31445	989415	988813	9396224	31609	994310	993687	9396224	31773	999113	998632	9396224	31937	1004044	1003550	9396224	32101	1009038	1008397	9396224	32186	1013127	1012564
5	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	3015885.944945	9396224	32265	1013127	1012564	9396224	32428	1030943	1030227	9396224	32593	1037497	1036626	9396224	32757	1042370	1041522	9396224	32921	1047166	1046340	9396224	33085	1051898	1051138	9396224	33249	1056602	1055898	9396224	33413	1061417	1060638	9396224	33577	1066220	1065479	9396224	33741	1071094	1070365	9396224	33905	1076030	1075396	9396224	34069	1080874	1080284	9396224	34233	1085689	1085165	9396224	34397	1090495	1090121	9396224	34561	1095478	1095156	9396224	34725	1100261	1099989	9396224	34889	1105184	1104852	9396224	35053	1110107	1109699	9396224	35217	1114996	1114514	9396224	35381	1119863	1119457	9396224	35545	1124882	1124307	9396224	35709	1130011	1129244	9396224	35873	1134833	1134185	9396224	36037	1139818	1139124	9396224	36201	1144694	1143951	9396224	36365	1149640	1148824	9396224	36529	1154522	1153664	9396224	36693	1159475	1158618	9396224	36857	1164322	1163586	9396224	37021	1169110	1168485	9396224	37184	1174051	1173516	9396224	37348	1178916	1178382	9396224	37512	1183771	1183372	9396224	37676	1188424	1188278	9396224	37840	1193510	1193239	9396224	38004	1198407	1198118	9396224	38167	1203184	1203083	9396224	38331	1208097	1207949	9396224	38495	1212977	1212940	9396224	38659	1217990	1217971	9396224	38823	1222993	1222928	9396224	38986	1227924	1227878	9396224	39150	1232964	1232794	9396224	39314	1237970	1237789	9396224	39478	1242977	1242715	9396224	39641	1247862	1247576	9396224	39805	1252809	1252433	9396224	39969	1257700	1257289	9396224	40133	1262581	1262120	9396224	40196	1266051	1265664
1	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2726906.239747	7647232	98	11	0	7647232	261	15838	15557	7647232	425	24033	23765	7647232	589	29321	29099	7647232	753	34203	33902	7647232	917	39256	38876	7647232	1081	44285	43893	7647232	1245	49132	48795	7647232	1409	54214	53770	7647232	1572	59288	58727	7647232	1736	64208	63551	7647232	1900	69146	68448	7647232	2064	74154	73383	7647232	2228	79017	78308	7647232	2391	84088	83204	7647232	2555	88944	88088	7647232	2719	93866	92968	7647232	2883	98623	97865	7647232	3046	103542	102748	7647232	3210	108402	107718	7647232	3374	113255	112566	7647232	3538	118105	117489	7647232	3701	123063	122342	7647232	3865	127970	127197	7647232	4029	132951	132172	7647232	4193	137863	137098	7647232	4357	142776	142005	7647232	4521	147896	147096	7647232	4685	152833	152015	7647232	4849	157924	156939	7647232	5013	163062	161940	7647232	5177	168052	166878	7647232	5341	172881	171783	7647232	5505	177755	176728	7647232	5669	182626	181583	7647232	5833	187763	186622	7647232	5997	192710	191505	7647232	6161	197658	196520	7647232	6325	202584	201415	7647232	6489	207440	206330	7647232	6652	212306	211279	7647232	6816	217268	216285	7647232	6980	222261	221230	7647232	7144	227292	226085	7647232	7308	232299	230954	7647232	7472	237294	235983	7647232	7635	242514	241014	7647232	7799	247442	246074	7647232	7963	252399	251068	8925184	8046	256459	255288
2	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2928155.892749	9187328	8206	256459	255288	9187328	8369	264566	263229	9187328	8533	270098	268673	9187328	8697	275013	273504	9187328	8861	280024	278375	9187328	9025	284892	283204	9187328	9189	289822	288120	9187328	9354	294901	292980	9187328	9518	299729	297946	9187328	9682	304811	302970	9187328	9845	309836	307968	9187328	10009	314858	312896	9187328	10173	319857	317781	9187328	10337	324772	322730	9187328	10501	329596	327552	9187328	10666	334421	332409	9187328	10830	339488	337310	9187328	10993	344236	342292	9187328	11157	349292	347288	9187328	11322	354233	352260	9187328	11485	359228	357158	9187328	11649	364101	362022	9187328	11813	368793	366908	9187328	11977	373478	371766	9187328	12141	378390	376696	9187328	12305	383335	381636	9187328	12469	388209	386515	9187328	12633	392929	391433	9187328	12797	397920	396363	9187328	12961	402899	401327	9187328	13125	407591	406102	9187328	13289	412533	411014	9187328	13453	417418	415972	9187328	13617	422437	420861	9187328	13781	427237	425705	9187328	13945	432310	430610	9187328	14109	437214	435591	9187328	14273	441980	440581	9187328	14437	446851	445591	9187328	14600	451741	450470	9187328	14764	456703	455436	9187328	14928	461619	460282	9187328	15092	466601	465239	9187328	15256	471523	470139	9187328	15420	476379	474921	9187328	15583	480880	479661	9187328	15747	485918	484615	9187328	15911	490953	489475	9187328	16075	495690	494380	9289728	16161	499852	498595
3	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2921643.518270	9281536	16302	499852	498595	9281536	16465	508531	507274	9281536	16629	513852	512699	9281536	16793	518813	517653	9281536	16957	523588	522442	9281536	17120	528401	527361	9281536	17284	533327	532424	9281536	17448	538207	537165	9281536	17612	543131	542094	9281536	17776	548157	546963	9281536	17940	553128	551969	9281536	18104	558010	556862	9281536	18267	563144	561852	9281536	18431	568213	566770	9281536	18595	573029	571598	9281536	18759	578041	576522	9281536	18923	582956	581441	9281536	19087	587855	586338	9281536	19251	592666	591339	9281536	19414	597524	596371	9281536	19578	602293	601269	9281536	19742	607216	606268	9281536	19906	612221	611172	9281536	20070	617092	616022	9281536	20234	621918	620806	9281536	20398	626599	625616	9281536	20561	631427	630530	9281536	20726	636310	635463	9281536	20890	641392	640402	9281536	21053	646104	645251	9281536	21218	651180	650330	9281536	21382	655936	655135	9281536	21546	660896	660182	9281536	21709	665854	665110	9281536	21873	670619	670030	9281536	22037	675615	675047	9281536	22201	680619	679910	9281536	22365	685483	684721	9281536	22529	690468	689706	9281536	22693	695330	694542	9281536	22857	700147	699487	9281536	23021	705212	704455	9281536	23186	709852	709307	9281536	23350	714904	714283	9281536	23513	719896	719203	9281536	23677	724747	724098	9281536	23841	729918	729083	9281536	24005	734687	733928	9281536	24169	739904	739038	9281536	24262	743813	743234
4	queue	LFRC-padded-20	N3emr19lock_free_ref_countILb1ELm20EEE	elements: 10	160	8000	2893431.552739	9281536	24358	743813	743234	9281536	24521	752470	751880	9281536	24685	757527	756756	9281536	24849	762382	761681	9281536	25013	767389	766561	9281536	25177	772367	771487	9281536	25341	777517	776421	9281536	25505	782662	781469	9281536	25669	787677	786439	9281536	25833	792648	791391	9281536	25997	797645	796396	9281536	26161	802756	801401	9281536	26325	807822	806430	9281536	26489	812666	811379	9281536	26653	817501	816369	9281536	26817	822586	821421	9281536	26981	827570	826395	9281536	27145	832461	831291	9281536	27309	837458	836288	9281536	27473	842583	841289	9281536	27637	847619	846312	9281536	27801	852429	851327	9281536	27965	857211	856353	9281536	28129	862211	861359	9281536	28293	867256	866468	9281536	28457	872287	871549	9281536	28621	877185	876433	9281536	28785	882377	881437	9281536	28950	887310	886365	9281536	29113	892367	891373	9281536	29278	897121	896222	9281536	29441	902041	901231	9281536	29605	907068	906358	9281536	29769	912007	911267	9281536	29933	916925	916227	9281536	30097	922080	921262	9281536	30261	926942	926147	9281536	30425	931954	931284	9281536	30589	937128	936326	9281536	30753	942010	941228	9281536	30917	946896	946264	9281536	31081	952005	951267	9281536	31245	956997	956243	9281536	31409	962007	961248	9281536	31573	967074	966186	9281536	31737	972089	971021	9281536	31901	977100	975998	9281536	32065	982097	981037	9281536	32229	987007	985963	9281536	32318	991234	990313
