trial	benchmark	reclaimer	reclaimer-type	params	threads	runtime	ns/op	memory_0	runtime_0	allocated_instances_0	reclaimed_instances_0	memory_1	runtime_1	allocated_instances_1	reclaimed_instances_1	memory_2	runtime_2	allocated_instances_2	reclaimed_instances_2	memory_3	runtime_3	allocated_instances_3	reclaimed_instances_3	memory_4	runtime_4	allocated_instances_4	reclaimed_instances_4	memory_5	runtime_5	allocated_instances_5	reclaimed_instances_5	memory_6	runtime_6	allocated_instances_6	reclaimed_instances_6	memory_7	runtime_7	allocated_instances_7	reclaimed_instances_7	memory_8	runtime_8	allocated_instances_8	reclaimed_instances_8	memory_9	runtime_9	allocated_instances_9	reclaimed_instances_9	memory_10	runtime_10	allocated_instances_10	reclaimed_instances_10	memory_11	runtime_11	allocated_instances_11	reclaimed_instances_11	memory_12	runtime_12	allocated_instances_12	reclaimed_instances_12	memory_13	runtime_13	allocated_instances_13	reclaimed_instances_13	memory_14	runtime_14	allocated_instances_14	reclaimed_instances_14	memory_15	runtime_15	allocated_instances_15	reclaimed_instances_15	memory_16	runtime_16	allocated_instances_16	reclaimed_instances_16	memory_17	runtime_17	allocated_instances_17	reclaimed_instances_17	memory_18	runtime_18	allocated_instances_18	reclaimed_instances_18	memory_19	runtime_19	allocated_instances_19	reclaimed_instances_19	memory_20	runtime_20	allocated_instances_20	reclaimed_instances_20	memory_21	runtime_21	allocated_instances_21	reclaimed_instances_21	memory_22	runtime_22	allocated_instances_22	reclaimed_instances_22	memory_23	runtime_23	allocated_instances_23	reclaimed_instances_23	memory_24	runtime_24	allocated_instances_24	reclaimed_instances_24	memory_25	runtime_25	allocated_instances_25	reclaimed_instances_25	memory_26	runtime_26	allocated_instances_26	reclaimed_instances_26	memory_27	runtime_27	allocated_instances_27	reclaimed_instances_27	memory_28	runtime_28	allocated_instances_28	reclaimed_instances_28	memory_29	runtime_29	allocated_instances_29	reclaimed_instances_29	memory_30	runtime_30	allocated_instances_30	reclaimed_instances_30	memory_31	runtime_31	allocated_instances_31	reclaimed_instances_31	memory_32	runtime_32	allocated_instances_32	reclaimed_instances_32	memory_33	runtime_33	allocated_instances_33	reclaimed_instances_33	memory_34	runtime_34	allocated_instances_34	reclaimed_instances_34	memory_35	runtime_35	allocated_instances_35	reclaimed_instances_35	memory_36	runtime_36	allocated_instances_36	reclaimed_instances_36	memory_37	runtime_37	allocated_instances_37	reclaimed_instances_37	memory_38	runtime_38	allocated_instances_38	reclaimed_instances_38	memory_39	runtime_39	allocated_instances_39	reclaimed_instances_39	memory_40	runtime_40	allocated_instances_40	reclaimed_instances_40	memory_41	runtime_41	allocated_instances_41	reclaimed_instances_41	memory_42	runtime_42	allocated_instances_42	reclaimed_instances_42	memory_43	runtime_43	allocated_instances_43	reclaimed_instances_43	memory_44	runtime_44	allocated_instances_44	reclaimed_instances_44	memory_45	runtime_45	allocated_instances_45	reclaimed_instances_45	memory_46	runtime_46	allocated_instances_46	reclaimed_instances_46	memory_47	runtime_47	allocated_instances_47	reclaimed_instances_47	memory_48	runtime_48	allocated_instances_48	reclaimed_instances_48	memory_49	runtime_49	allocated_instances_49	reclaimed_instances_49
2	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	107173.094690	147603456	8162	14181245	13513617	141385728	8327	14671175	13829977	145547264	8492	15003794	14037043	147030016	8658	15311085	14232411	149389312	8823	15624282	14432461	152895488	8988	15944427	14637383	156295168	9153	16266137	14848216	159825920	9318	16590267	15064842	163250176	9483	16914684	15281444	166576128	9648	17234865	15500236	169254912	9813	17545817	15733850	172220416	9978	17860113	15958961	175128576	10143	18176949	16189670	177930240	10308	18494445	16425999	180535296	10474	18811571	16662230	183304192	10639	19123894	16913985	184942592	10804	19431198	17196568	186400768	10969	19737520	17505092	191954944	11134	20043486	17932045	193363968	11300	20349551	18400951	195682304	11465	20659700	19055674	197525504	11631	20971984	19796002	197779456	11797	21274321	20192691	197779456	11962	21583075	20389611	197779456	12127	21900548	20601269	197779456	12292	22222140	20811803	197779456	12457	22545920	21023973	197779456	12622	22862019	21249149	197779456	12787	23172758	21467849	197779456	12952	23482523	21692944	197779456	13117	23796519	21927107	197779456	13282	24112971	22149833	197779456	13447	24427231	22380529	197804032	13612	24740293	22615115	197853184	13777	25048482	22906893	198025216	13943	25357063	23167148	198148096	14108	25663469	23481968	198164480	14273	25969022	23870094	198164480	14439	26274083	24343624	198164480	14604	26581362	24900302	198164480	14770	26887389	25478856	198164480	14935	27192056	26017045	198164480	15101	27495844	26318192	198164480	15266	27809623	26523385	198164480	15431	28130689	26738031	198164480	15596	28450395	26955492	198164480	15761	28766472	27184283	198156288	15926	29076872	27404839	198148096	16091	29387646	27626228	197410816	16104	29400115	27637464
3	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	103073.147839	198164480	16232	29400115	27637464	191709184	16398	29912537	27944862	195321856	16564	30274356	28174305	196067328	16730	30599082	28382794	196976640	16896	30925074	28592252	198230016	17062	31251328	28802253	200138752	17228	31572195	29014016	203055104	17394	31892152	29218936	206422016	17559	32214902	29432390	209485824	17725	32539322	29640552	212353024	17890	32861721	29859717	215072768	18056	33184003	30072677	218038272	18222	33505087	30284786	221339648	18388	33824926	30495742	224673792	18554	34143723	30712643	228073472	18720	34465987	30925839	231038976	18886	34782288	31158792	234348544	19052	35103408	31379438	237002752	19218	35420741	31611986	240189440	19384	35737353	31831718	242900992	19550	36052489	32079543	245571584	19716	36383848	32316854	252190720	19882	36712898	32600862	254099456	20048	37038048	32890675	255467520	20214	37365187	33193958	256163840	20380	37690831	33531129	257015808	20546	38011903	33901568	258007040	20712	38332054	34468379	259506176	20878	38654498	35105784	261808128	21045	38980420	36002126	267542528	21211	39309589	36943703	267747328	21378	39636492	37375714	267747328	21544	39972473	37592569	267747328	21709	40306237	37808008	267747328	21875	40636788	38026892	267747328	22040	40970027	38242003	267747328	22205	41301433	38468945	267747328	22370	41632418	38700766	267747328	22536	41964271	38915718	267747328	22702	42294468	39134484	267747328	22867	42624695	39347449	267747328	23032	42959565	39571200	267747328	23198	43288571	39820612	267747328	23364	43621373	40052847	267747328	23529	43949956	40290149	267747328	23695	44277649	40532676	267747328	23861	44607347	40776259	267747328	24026	44939342	41015342	267763712	24192	45272150	41252599	267329536	24202	45285133	41263514
4	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	101214.475022	267763712	24312	45285133	41263514	263061504	24478	45786873	41568201	267788288	24645	46146823	41797806	270467072	24811	46481566	42013626	274014208	24977	46815082	42229217	277757952	25143	47147587	42444317	281346048	25309	47477892	42657130	285032448	25475	47812803	42874079	288858112	25641	48149009	43091346	292593664	25807	48481801	43306180	296296448	25974	48817381	43522937	300040192	26140	49149606	43737251	303742976	26306	49484595	43953350	307265536	26472	49818657	44168319	310837248	26638	50152355	44383675	314146816	26804	50486696	44599418	317505536	26970	50822445	44816421	320913408	27137	51157912	45033020	324247552	27303	51494062	45250055	327589888	27469	51832102	45468360	331063296	27635	52170589	45695348	334209024	27802	52508332	45913627	337674240	27968	52846261	46149892	340779008	28134	53184262	46384284	343982080	28301	53521586	46618525	347570176	28467	53859814	46853734	350625792	28636	54200865	47106879	353624064	28803	54537036	47353214	355622912	28969	54867944	47652175	357687296	29136	55201465	47914446	359489536	29303	55534415	48184173	361324544	29469	55863131	48488318	362422272	29636	56192337	48813930	362962944	29803	56517339	49254103	363364352	29970	56841189	49731038	364273664	30137	57167366	50293996	365395968	30304	57495783	51101994	367108096	30472	57831934	52149876	368238592	30640	58170917	53224125	368566272	30807	58498948	53943112	368566272	30974	58830921	54216175	368566272	31140	59166927	54433037	368566272	31306	59498610	54646666	368566272	31472	59833991	54863289	368566272	31638	60167643	55079103	368566272	31804	60498102	55292010	368566272	31969	60830665	55506651	368566272	32135	61163718	55721694	368566272	32301	61495651	55936126	368336896	32308	61509352	55944804
5	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	100392.337593	353591296	32445	61509352	55944804	365674496	32611	62007631	56247561	368254976	32779	62372025	56480438	368254976	32945	62709710	56698622	368254976	33112	63046602	56916311	368263168	33279	63381523	57132575	368279552	33445	63716317	57349026	368320512	33611	64055875	57568949	368402432	33779	64394442	57787985	368508928	33946	64734968	58008548	368664576	34112	65073891	58227496	368885760	34279	65412903	58446850	369164288	34445	65751097	58665084	369565696	34611	66091224	58885693	370245632	34777	66431860	59106683	371146752	34944	66773940	59328563	372457472	35110	67112360	59547636	374579200	35277	67451962	59767456	377438208	35443	67794643	59989776	380428288	35609	68134754	60210171	383541248	35776	68474584	60429928	386678784	35942	68815528	60650460	389939200	36109	69153863	60869292	393175040	36275	69494912	61090046	396427264	36442	69833895	61309695	399892480	36609	70171795	61528551	403537920	36777	70510241	61747310	407470080	36944	70850391	61967195	411238400	37110	71187900	62185206	414687232	37277	71523513	62419743	417529856	37444	71862627	62672990	420421632	37612	72197898	62926381	423600128	37779	72536998	63161276	427360256	37966	72917434	63417722	430276608	38133	73253528	63670101	433201152	38301	73590147	63955244	435322880	38468	73926463	64210733	438026240	38635	74263837	64458546	439361536	38803	74595801	64785778	440459264	38971	74930348	65062467	441843712	39139	75263039	65426341	442179584	39307	75594449	65832500	442662912	39475	75925482	66300108	443514880	39643	76257839	66951180	444473344	39811	76595033	67806654	446210048	39980	76940810	68864018	447488000	40148	77297925	70111865	448110592	40317	77647065	71208865	448241664	40485	77980813	71823593	446308352	40513	77997991	71859444
1	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	115288.396960	37265408	66	10	0	80379904	230	412972	313005	108625920	394	724820	505618	112353280	559	1007469	682601	119824384	723	1289927	859551	123125760	888	1573240	1037120	126689280	1052	1854781	1214798	129744896	1217	2133683	1423996	132169728	1381	2412636	1681424	133644288	1545	2692392	1953744	139812864	1710	2979144	2296718	141959168	1874	3273729	2730836	144572416	2039	3570162	3244040	145440768	2203	3864127	3581683	145440768	2367	4156077	3766478	145440768	2531	4448660	3951548	145440768	2696	4742851	4139972	145440768	2860	5033909	4360231	145555456	3024	5325032	4618113	145686528	3188	5615725	4887373	145932288	3353	5906231	5200931	145981440	3517	6200337	5618190	145981440	3681	6494561	6094953	145981440	3846	6788246	6458203	145981440	4010	7081753	6718805	145981440	4174	7376581	6908064	145981440	4338	7670830	7112172	145981440	4503	7963864	7323443	145981440	4667	8253225	7568003	145989632	4831	8546323	7845827	146071552	4995	8839425	8131828	146145280	5160	9133548	8532389	146145280	5324	9427701	8961589	146145280	5488	9722681	9336055	146145280	5653	10014465	9630077	146145280	5817	10305778	9867881	146145280	5981	10599644	10073629	146145280	6146	10893734	10284503	146145280	6310	11185474	10530472	146145280	6474	11475858	10796283	146153472	6638	11766187	11090581	146178048	6803	12059056	11431425	146178048	6967	12353005	11837277	146178048	7131	12647687	12208846	146178048	7295	12938751	12516720	146178048	7460	13232474	12796164	146178048	7624	13524986	13032003	146178048	7788	13818017	13245979	146178048	7953	14109944	13486383	145825792	7963	14120562	13502318
2	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	107893.693318	147251200	8106	14120562	13502318	141000704	8271	14618456	13817801	144949248	8436	14956955	14028775	146341888	8601	15263367	14224165	148160512	8766	15569281	14418646	151322624	8930	15885292	14621125	154714112	9095	16202756	14845570	157933568	9260	16525458	15065411	161202176	9425	16847286	15288967	164372480	9590	17166305	15501739	167493632	9754	17476949	15726034	170516480	9919	17792032	15939334	173424640	10084	18108186	16169742	176259072	10249	18423132	16417349	178233344	10414	18729654	16680585	180256768	10579	19040350	16918963	182804480	10744	19349167	17188848	183844864	10908	19653638	17501785	189186048	11074	19958961	17884302	190603264	11239	20259903	18340068	192323584	11404	20566436	18926945	194379776	11569	20872753	19611404	195051520	11734	21171283	20096189	195149824	11899	21469481	20335792	195149824	12064	21782029	20543926	195149824	12229	22098044	20763196	195149824	12394	22414031	20979651	195149824	12559	22732166	21193749	195149824	12723	23044415	21415179	195149824	12888	23355474	21634529	195149824	13053	23667037	21850299	195149824	13218	23982861	22078507	195149824	13382	24290659	22348873	195149824	13547	24600682	22594614	195174400	13712	24911736	22833188	195452928	13877	25219363	23096548	195706880	14042	25525433	23411273	195731456	14207	25829988	23805836	195731456	14372	26133446	24246712	195731456	14537	26435873	24734822	195731456	14702	26738258	25254411	195731456	14868	27040071	25772463	195731456	15033	27339724	26113529	195731456	15198	27642849	26429892	195731456	15363	27958144	26644796	195731456	15527	28275910	26870577	195731456	15692	28595693	27084573	195731456	15857	28907204	27310920	195731456	16022	29214439	27525326	195215360	16032	29226780	27535241
3	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	103470.422104	195731456	16136	29226780	27535241	189325312	16302	29731935	27839419	193003520	16468	30099102	28071617	193773568	16634	30424112	28280930	194543616	16800	30748529	28489483	195780608	16965	31073604	28698751	197599232	17130	31394656	28904529	200269824	17296	31712781	29108056	203522048	17462	32034440	29318228	206667776	17627	32356099	29527191	209788928	17793	32679382	29741456	212697088	17959	32999666	29959649	215736320	18124	33320878	30165580	218947584	18290	33639929	30388924	221970432	18455	33962337	30614555	225353728	18621	34286113	30828160	228581376	18786	34603637	31067638	231358464	18952	34923165	31292434	234405888	19118	35240871	31520285	237191168	19284	35557879	31757532	240001024	19450	35873853	31982706	242524160	19615	36191651	32228196	244809728	19781	36517843	32495243	247144448	19947	36841689	32772960	248913920	20112	37167124	33091556	253730816	20278	37492135	33396675	254754816	20444	37813625	33814457	255860736	20609	38133284	34359527	257368064	20775	38452837	35050719	258924544	20941	38774130	35816004	260358144	21107	39094384	36560928	265322496	21273	39413466	37152264	265453568	21439	39741695	37450379	265453568	21604	40074096	37670283	265453568	21770	40403870	37883754	265453568	21935	40738396	38100305	265453568	22100	41074089	38323454	265453568	22265	41409790	38540545	265453568	22430	41740592	38753862	265453568	22596	42066099	38975963	265453568	22761	42395082	39207081	265453568	22926	42726473	39433613	265453568	23091	43057782	39653935	265453568	23257	43388164	39892774	265453568	23422	43716382	40123123	265453568	23587	44042904	40389770	265453568	23753	44369926	40622118	265461760	23918	44697474	40873145	265469952	24084	45024867	41124464	264298496	24101	45038109	41142469
4	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	101491.704396	265494528	24236	45038109	41142469	260636672	24402	45545250	41449387	264781824	24568	45907023	41680379	266698752	24735	46241570	41896484	269950976	24901	46574666	42111284	273678336	25068	46907920	42326081	277520384	25234	47239933	42540420	281296896	25399	47573413	42755764	285081600	25565	47906685	42971446	288702464	25731	48240250	43187223	292290560	25897	48573290	43402194	295968768	26063	48904207	43615830	299630592	26229	49235507	43829716	303161344	26395	49568379	44045007	306708480	26561	49902904	44261162	309993472	26727	50237301	44477515	313171968	26893	50571880	44693403	316448768	27059	50905878	44909100	319496192	27225	51238417	45140160	322568192	27391	51571719	45363920	326074368	27557	51908490	45581657	329564160	27723	52250981	45804008	333094912	27889	52588317	46030768	336494592	28055	52927004	46258383	340041728	28221	53264674	46486288	342458368	28387	53594851	46761892	345341952	28553	53930857	46998232	348430336	28720	54264773	47254317	350420992	28886	54658436	47575984	353091584	29092	55010669	47844683	355557376	29258	55343466	48167762	356106240	29424	55672398	48476225	356941824	29591	56000402	48805510	357507072	29757	56325631	49176550	358031360	29924	56647605	49619194	358957056	30090	56970341	50233343	360325120	30257	57298224	51079472	361783296	30424	57634869	52122033	362799104	30591	57966671	53100967	363208704	30758	58289526	53773475	363266048	30925	58618772	54123609	363266048	31091	58955298	54340970	363266048	31257	59288200	54556353	363266048	31423	59618933	54769245	363266048	31589	59952759	54984736	363266048	31754	60285378	55199672	363266048	31920	60617235	55413962	363266048	32086	60949245	55628483	363266048	32251	61279374	55841422	363069440	32258	61292995	55850068
5	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	100478.812706	348274688	32392	61292995	55850068	360464384	32559	61797591	56156840	362971136	32726	62159047	56388275	362995712	32892	62494352	56604891	363020288	33058	62829348	56821717	363061248	33224	63164417	57038446	363118592	33391	63501285	57257055	363208704	33557	63838289	57474808	363315200	33723	64178191	57695486	363388928	33889	64518155	57915797	363479040	34055	64857782	58136027	363692032	34221	65196437	58355409	364003328	34387	65534447	58574156	364462080	34553	65873348	58793854	365101056	34719	66213410	59014141	366264320	34885	66552696	59234594	368041984	35051	66891479	59453851	370475008	35218	67234563	59676719	373317632	35384	67573742	59896690	376184832	35550	67911344	60115187	378970112	35717	68251348	60335638	381829120	35883	68587686	60563168	384778240	36049	68927466	60783454	388120576	36216	69265630	61002352	391667712	36382	69605005	61222122	395313152	36548	69944419	61441491	399056896	36714	70283809	61661170	402833408	36882	70624797	61882652	406077440	37049	70963183	62122494	409821184	37215	71299589	62339844	413622272	37382	71639956	62565632	417030144	37548	71976827	62816112	419766272	37716	72314234	63063818	422461440	37883	72653444	63320362	425041920	38050	72994140	63571580	427794432	38217	73330651	63832949	430563328	38384	73669114	64095138	432209920	38551	74002600	64371267	434978816	38717	74336549	64635337	436715520	38884	74669370	64952933	437092352	39051	74996735	65327101	437370880	39218	75323798	65734468	437567488	39386	75655246	66098724	438231040	39553	75984215	66607722	439517184	39721	76318128	67444405	440696832	39889	76660645	68494700	442040320	40057	77006874	69620586	442826752	40225	77352582	70745918	443129856	40392	77685950	71524101	439025664	40479	77702356	71663185
1	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	114714.197493	37265408	76	10	0	81125376	240	417492	312812	109215744	405	730970	506500	113098752	569	1014233	684263	120619008	734	1297532	861714	123904000	898	1580108	1038615	127426560	1063	1861684	1226959	130162688	1228	2142034	1437482	132382720	1392	2423082	1700641	138567680	1557	2702700	1981435	140042240	1721	2995155	2325026	141860864	1886	3288983	2722298	144867328	2051	3585400	3256575	145555456	2215	3879821	3588664	145555456	2380	4175005	3774877	145555456	2544	4468826	3960353	145555456	2709	4763765	4154840	145555456	2873	5055076	4380130	145768448	3038	5348278	4628625	146055168	3202	5639582	4923412	146169856	3367	5931275	5253967	146169856	3532	6225334	5652214	146169856	3696	6520507	6096961	146169856	3861	6815132	6524762	146169856	4026	7111005	6731567	146169856	4190	7406672	6920584	146169856	4355	7701411	7120331	146169856	4520	7995691	7344069	146169856	4684	8286288	7585831	146268160	4849	8577382	7871060	146284544	5013	8870488	8202167	146284544	5178	9164550	8572021	146284544	5342	9460848	9003907	146284544	5507	9755756	9407629	146284544	5671	10049086	9692460	146284544	5836	10342077	9885948	146284544	6000	10635584	10081157	146284544	6165	10926452	10298257	146284544	6329	11221835	10543298	146309120	6494	11514233	10810736	146350080	6658	11806558	11128839	146366464	6823	12099927	11483166	146366464	6987	12393140	11886414	146366464	7152	12688465	12300318	146366464	7317	12981873	12616939	146366464	7481	13272637	12840557	146366464	7646	13565959	13036233	146366464	7810	13857110	13255040	146366464	7975	14149473	13496597	146087936	7986	14160229	13511756
2	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	107201.649788	147423232	8116	14160229	13511756	141271040	8281	14662582	13827106	145465344	8446	14998185	14036367	146841600	8612	15302184	14229213	149323776	8777	15614596	14428517	152780800	8942	15932308	14631652	156385280	9107	16256052	14844217	159727616	9272	16577427	15071408	163037184	9437	16899359	15292148	165748736	9602	17212405	15528554	168763392	9767	17523463	15743988	171540480	9932	17835346	15972680	174284800	10097	18151195	16203670	176963584	10262	18466672	16439296	179953664	10428	18783829	16675427	181723136	10593	19094300	16929947	183779328	10758	19401933	17220707	185106432	10923	19709453	17491437	190971904	11088	20011663	17884558	191946752	11254	20316088	18309705	194461696	11419	20626584	18949395	196681728	11585	20945574	19776576	196853760	11751	21249448	20177243	196853760	11916	21555264	20371300	196853760	12081	21869318	20582446	196853760	12246	22187936	20809455	196853760	12411	22509108	21019623	196853760	12575	22824644	21246307	196853760	12741	23137924	21464580	196853760	12906	23449049	21686833	196853760	13072	23764438	21921872	196853760	13237	24082183	22163394	196853760	13402	24397310	22393814	196886528	13567	24710943	22635796	196902912	13732	25018530	22897164	197017600	13897	25328078	23167260	197304320	14062	25635417	23497343	197304320	14228	25941426	23881470	197304320	14393	26247541	24293856	197304320	14558	26551110	24786038	197304320	14724	26860238	25427793	197304320	14889	27167043	26025451	197304320	15054	27470703	26302816	197304320	15220	27785953	26521121	197304320	15385	28109014	26732515	197304320	15549	28431011	26955908	197304320	15714	28747057	27188875	197304320	15879	29058732	27408443	197304320	16044	29368792	27641143	196984832	16053	29379976	27649975
3	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	102962.405221	197304320	16166	29379976	27649975	190873600	16332	29892529	27967441	194428928	16498	30255765	28198631	195035136	16664	30581856	28408391	195903488	16829	30906801	28617156	197140480	16995	31230523	28824898	199147520	17160	31550054	29029588	202031104	17326	31870086	29234395	205414400	17491	32194142	29442743	208691200	17657	32520314	29652255	211574784	17823	32845023	29873130	214122496	17988	33167176	30085813	217219072	18155	33488235	30292921	220217344	18320	33807443	30521094	223608832	18486	34128198	30743279	226672640	18652	34450469	30964617	230260736	18818	34771948	31170223	233562112	18983	35090954	31387088	236634112	19150	35409803	31611070	239706112	19315	35727295	31846847	242262016	19481	36044454	32096370	244301824	19647	36367545	32348421	247218176	19813	36696802	32612605	249028608	19979	37025577	32883354	254713856	20145	37353830	33183574	256040960	20311	37678577	33540457	256770048	20477	37999604	33955055	257630208	20644	38315616	34462442	259301376	20810	38639353	35125231	261701632	20976	38970643	36128880	267304960	21143	39295759	36983523	267485184	21309	39623271	37404072	267485184	21475	39958504	37620648	267485184	21640	40291125	37835123	267485184	21806	40623926	38049823	267485184	21971	40958515	38266000	267485184	22136	41297421	38488886	267485184	22302	41632739	38708031	267485184	22467	41961606	38925998	267485184	22633	42287832	39154633	267485184	22798	42617508	39380645	267485184	22963	42948312	39608983	267485184	23129	43279053	39843685	267485184	23294	43610257	40060189	267485184	23460	43936338	40301810	267485184	23626	44266125	40529557	267485184	23791	44594402	40772247	267485184	23957	44926508	41008335	267485184	24122	45257353	41277754	266444800	24142	45270480	41302201
4	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	101274.315694	267509760	24256	45270480	41302201	262479872	24422	45769897	41605426	266698752	24589	46127732	41834375	268967936	24755	46460701	42048703	272244736	24922	46794602	42263949	275963904	25087	47127632	42479123	279748608	25253	47462331	42695356	283459584	25419	47796300	42911226	287244288	25585	48130012	43126903	290906112	25751	48463160	43341543	294649856	25917	48798845	43557831	298278912	26083	49130607	43771724	301842432	26249	49463081	43985928	305545216	26415	49794872	44200271	309100544	26581	50128868	44416294	312549376	26746	50461011	44630902	315875328	26913	50794386	44845517	319037440	27079	51129830	45062515	322486272	27245	51463317	45277077	325779456	27410	51799383	45493888	329129984	27576	52136258	45711363	332554240	27743	52474174	45930366	336125952	27908	52812117	46157478	339378176	28074	53148954	46391978	342843392	28240	53487795	46619350	346267648	28407	53825501	46861502	349134848	28573	54160980	47112431	352075776	28739	54495940	47362464	354017280	28906	54826072	47652161	355532800	29072	55154320	47959388	356794368	29239	55484283	48265949	358408192	29406	55816749	48543183	359579648	29572	56146218	48832215	360644608	29739	56474776	49167723	361381888	29906	56800506	49608194	362151936	30073	57125118	50247156	363634688	30240	57453161	51064573	365420544	30408	57793124	52243163	366354432	30575	58125276	53307315	366706688	30743	58450660	53968371	366723072	30910	58781843	54234339	366723072	31076	59115645	54450166	366723072	31242	59448515	54665250	366723072	31407	59780316	54879189	366723072	31573	60111701	55092979	366723072	31739	60444940	55308423	366723072	31905	60779608	55524516	366723072	32071	61114074	55740777	366723072	32236	61447724	55956186	366493696	32243	61461894	55965151
5	list	dynamic-HPBR	N3emr14hazard_pointerINS_29generic_hazard_pointer_policyILm2ELm2ELm100ENS_31dynamic_hp_thread_control_blockEEEEE	elements: 10; modify-fraction: 0.799805	512	8000	100337.421201	351682560	32396	61461894	55965151	363773952	32563	61966242	56271254	366354432	32730	62327580	56502533	366354432	32897	62663457	56719191	366362624	33064	63001516	56937643	366387200	33231	63339027	57155374	366436352	33397	63675472	57372718	366477312	33563	64014799	57592428	366534656	33729	64351515	57810434	366641152	33896	64690115	58029475	366755840	34062	65029573	58249712	366944256	34229	65370325	58470421	367198208	34396	65710260	58690432	367681536	34562	66047891	58908779	368279552	34728	66387226	59128558	369205248	34894	66727753	59349262	370475008	35061	67067577	59569543	372572160	35227	67408287	59790100	375357440	35394	67747625	60009680	378478592	35560	68089195	60231359	381566976	35727	68429221	60451494	384565248	35893	68769246	60671504	387760128	36059	69108373	60890973	391028736	36226	69448336	61111093	394346496	36393	69786862	61337848	397189120	36560	70124340	61568708	400777216	36727	70465565	61789757	404488192	36893	70801768	62006962	408297472	37060	71141565	62227134	412147712	37226	71480302	62446007	415367168	37393	71817972	62685185	418906112	37561	72159019	62917704	421978112	37728	72497871	63170820	425312256	37895	72836294	63395579	428105728	38062	73171692	63656362	431169536	38230	73513023	63908596	433324032	38398	73848528	64193437	435617792	38565	74182770	64452522	437510144	38732	74514588	64745561	439123968	38900	74848551	65024505	440360960	39067	75179167	65389277	440582144	39235	75510192	65757799	440991744	39402	75839584	66178882	441729024	39570	76168091	66804274	443015168	39738	76501630	67639951	444760064	39907	76849499	68830095	446103552	40075	77208408	70199218	446636032	40244	77557034	71352543	446701568	40412	77886742	71833895	445718528	40431	77903862	71854627
